Dataset,type,Authors,Publication year,Title,Journal/Book title/ Report type,Vol(issue)/Report no,pagination,doi no/ISBN no/Ref.,URL,,,catalogue link
haloe,article,"Dessler, A. E., D. B. Considine, G. A. Morris, M. R. Schoeberl, A. E. Roche, J. M. Russell III, J. W. Waters, and G. H. Yue",1995,Correlated Observations of HCl and ClONO2 from UARS and Implications for Stratospheric Chlorine Partitioning,Geophys. Res. Lett.,22(13),1721-1724,10.1029/95GL01593,http://dx.doi.org/10.1029/95GL01593,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Dessler, A. E., D. B. Considine, J. E. Rosenfield, S. R. Kawa, A. R. Douglass, and J. M. Russell III",1997,Lower Stratospheric Chlorine Partitioning During the Decay of Mt. Pinatubo,Geophys. Res. Lett.,24(13),1623-1627,10.1029/97GL01470,http://dx.doi.org/10.1029/97GL01470,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Dessler, A. E., K. Minschwaner, E. M. Weinstock, E. L. Hintsa, J. G. Anderson, and J. M. Russell III",1996,The Effects of Tropical Cirrus Clouds on the Abundance of Lower Stratospheric Ozone,J. Atmos. Chem.,23(2),209-220,10.1007/BF00048261,http://dx.doi.org/10.1007/BF00048261,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Dessler, A. E., S. R. Kawa, A. R. Douglass, D. B. Considine, J. B. Kumer, A. E. Roche, J. L. Mergenthaler, J. W. Waters, J. M. Russell III, and J. C. Gille",1996,"A Test of the Partitioning Between ClO and ClONO2 Using Simultaneous UARS Measurements of ClO, NO2, and ClONO2",J. Geophys. Res.,101(D7),12515-12521,10.1029/96JD00695,http://dx.doi.org/10.1029/96JD00695,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Dessler, A. E., S. R. Kawa, D. B. Considine, J. W. Waters, L. Froidevaux, and J. B. Kumer",1996,"UARS Measurements of ClO and NO2 at 40 and 46 km and Implications for the Model ""Ozone Deficit",Geophys. Res. Lett.,23(4),339-342,10.1029/96GL00154,http://dx.doi.org/10.1029/96GL00154,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Douglass, A. R., M. R. Schoeberl, R. S. Stolarski, J. W. Waters, J. M. Russell III, A. E. Roche, and S. T. Massie",1995,Interhemispheric Differences in Springtime Production of HCl and ClONO2 in the Polar Vortices,J. Geophys. Res.,100(D7),13967-13978,10.1029/95JD00698,http://dx.doi.org/10.1029/95JD00698,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Dunkerton, T. J.",2001,Quasi-Biennial and Subbiennial Variations of Stratospheric Trace Constituents Derived from HALOE Observations,J. Atmos. Sci.,58(1),.7-25,10.1175/1520-0469(2001)058<0007:QBASVO>2.0.CO;2,http://ams.allenpress.com/archive/1520-0469/58/1/pdf/i1520-0469-58-1-7.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Eckman, R. S., W. L. Grose, R. E. Turner, W. T. Blackshear, J. M. Russell III, L. Froidevaux, J. W. Waters, J. B. Kumer, A. E. Roche",1995,Stratospheric Trace Constituents Simulated by a Three-Dimensional General Circulation Model: Comparison with UARS Data,J. Geophys. Res.,100(D7),13951-13966,10.1029/95JD01278,http://dx.doi.org/10.1029/95JD01278,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Evans, S. J., R. Toumi, J. E. Harries, M. P. Chipperfield, and J. M. Russell III",1998,Trends in Stratospheric Humidity and the Sensitivity of Ozone to these Trends,J. Geophys. Res.,103(D8),8715-8725,10.1029/98JD00265,http://dx.doi.org/10.1029/98JD00265,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Eyring, V., Butchart, N., Waugh, D.W., Akiyoshi, H., Austin, J., Bekki, S., Bodeker, G.E., Boville, B.A., Bruhl, C., Chipperfield, M.P., Cordero, E., Dameris, M., Deushi, M., Fioletov, V.E., Frith, S.M., Garcia, R.R., Gettelman, A., Giorgetta, M.A., Grewe, V., Jourdain, L., Kinnison, D.E., Mancini, E., Manzini, E., Marchand, M., Marsh, D.R., Nagashima, T., Newman, P.A., Nielsen, J.E., Pawson, S., Pitari G., Plummer, D.A., Rozanov, E., Schraner, M., Shepherd, T.G., Shibata, K., Stolarski, R.S., Struthers, H., Tian, W., Yoshiki, M.",2006,"Assessment of temperature, trace species, and ozone in chemistry-climate model simulations of the recent past,",J. Geophys. Res.,111,D22308,10.1029/2006JD007327,http://dx.doi.org/10.1029/2006JD007327,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Fadnavis, S., and G. Beig",2006,Seasonal variation of trend in temperature and ozone over the tropical stratosphere in the Northern Hemisphere,J. Atmos. Sol. Terr. Phys.,68(17),1952-1961,10.1016/j.jastp.2006.09.003,http://dx.doi.org/10.1016/j.jastp.2006.09.003,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Fadnavis, S., and G. Beig",2004,Mesospheric temperature inversions over the Indian tropical region,Ann. Geophys.,22(10),3375-3382,,http://www.ann-geophys.net/22/3375/2004/angeo-22-3375-2004.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Fadnavis, S., and G. Beig",2006,Decadal solar effects on temperature and ozone in the tropical stratosphere,Ann. Geophys.,24(8),2091-2103,,http://www.ann-geophys.net/24/2091/2006/angeo-24-2091-2006.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Fadnavis, S., D. Singh, G. Beig, and R. P. Singh",2007,"Seasonal variation of the mesopheric inversion layer, thunderstorms, and mesospheric ozone over India",J. Geophys. Res.,112,D15305,10.1029/2006JD008379,http://dx.doi.org/10.1029/2006JD008379,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Fairlie, T. D., R. B. Pierce, J. A. Al-Saadi, W. L. Grose, J. M. Russell III, M. H. Proffitt, and C. R. Webster",1999,The Contribution of Mixing in Lagrangian Photochemical Predictions of Polar Ozone Loss over the Arctic in Summer 1997,J. Geophys. Res.,104(D21),26597-26609,10.1029/1999JD900111,http://dx.doi.org/10.1029/1999JD900111,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Froidevaux, L.; Livesey, N.J.; Read, W.G.; Jiang, Y.B.; Jimenez, C.; Filipiak, M.J.; Schwartz, M.J.; Santee, M.L.; Pumphrey, H.C.; Jiang, J.H.; Wu, D.L.; Manney, G.L.; Drouin, B.J.; Waters, J.W.; Fetzer, E.J.; Bernath, P.F.; Boone, C.D.; Walker, K.A.; Jucks, K.W.; Toon, G.C.; Margitan, J.J.; Sen, B.; Webster, C.R.; Christensen, L.E.; Elkins, J.W.; Atlas, E.; Lueb, R.A.; Hendershot, R.",2006,Early validation analyses of the atmospheric profiles from EOS MLS on the Aura satellite,IEEE Trans. Geosci. Rem. Sens.,44(5),1106-1121,10.1109/TGRS.2006.864366,http://dx.doi.org/10.1109/TGRS.2006.864366,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Funke, B., Lopez-Puertas, M., von Clarmann, T., Stiller, G.P., Fischer, H., Glatthor, N., Grabowski, U., Hopfner, M., Kellmann, S., Kiefer, M., Linden, A., Mengistu Tsidu, G., Milz, M., Steck, T., Wang, D.Y. ",2005,Retrieval of stratospheric NOx from 5.3 and 6.2 micrometer nonlocal thermodynamic equilibrium emissions measured by Michelson Interferometer for Passive Atmospheric Sounding (MIPAS) on Envisat,J. Geophys. Res.,110,D09302,10.1029/2004JD005225,http://dx.doi.org/10.1029/2004JD005225,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Geller, M. A., V. Yudin, A. R. Douglass, J. W. Waters, L. S. Elson, A. E. Roche, and J. M. Russell III",1995,"PSC, ClONO2, HCl, and ClO Measurements in Early Winter: Additional Verification of the Paradigm for Chlorine Activation",Geophys. Res. Lett.,22(21),2937-2940,10.1029/95GL01661,http://dx.doi.org/10.1029/95GL01661,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Geller, M. A., X. Zhou, and M. Zhang",2002,Simulations of the interannual variability of stratospheric water vapor,J. Atmos. Sci.,59(6),1076-1085,10.1175/1520-0469(2002)059<1076:SOTIVO>2.0.CO;2,http://ams.allenpress.com/archive/1520-0469/59/6/pdf/i1520-0469-59-6-1076.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Gettelman, A., J. R. Holton, and K. H. Rosenlof",1997,"Mass Fluxes of O3, CH4, N2O, and CF2Cl2 in the Lower Stratosphere Calculated from Observational Data",J. Geophys. Res.,102(D15),19149-19159,10.1029/97JD01014,http://dx.doi.org/10.1029/97JD01014,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Gettelman, A., W. J. Randel, F. Wu, and S. T. Massie",2002,Transport of water vapor in the tropical tropopause,Geophys. Res. Lett.,29(1),1009,10.1029/2001GL013818,http://dx.doi.org/10.1029/2001GL013818,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Glatthor, N., , T. von Clarmann, H. Fischer, B. Funke, S. Gil-López, U. Grabowski, M. Höpfner, S. Kellmann, A. Linden, M. López-Puertas, G. Mengistu Tsidu, M. Milz, T. Steck, G. P. Stiller, and D.-Y. Wang",2006,Retrieval of stratospheric ozone profiles from MIPAS/ENVISAT limb emission spectra: a sensitivity study,Atmos. Chem. Phys.,6(10),2767-2781,,http://www.atmos-chem-phys.net/6/2767/2006/acp-6-2767-2006.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Gordley, L. L., J. M. Russell III, L. J. Mickley, J. E. Frederick, J. A. Park, K. A. Stone, G. M. Beaver, J. McInerney, L. E. Deaver, G. C. Toon, F. J. Murcray, R. D. Blatherwick, M. R. Gunson, J. P. D. Abbatt, R. L. Mauldin III, G. H. Mount, B. Sen, and J.-F. Blavier",1996,Validation of Nitric Oxide and Nitrogen Dioxide Measurements Made by HALOE for the UARS Platform,J. Geophys. Res.,101(D6),10241-10266,10.1029/95JD02143,http://dx.doi.org/10.1029/95JD02143,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Gray, L. J. and J. M. Russell III",1999,Interannual Variability of Trace Gases in the Subtropical Winter Stratosphere,J. Atmos. Sci.,56(7),977-993,10.1175/1520-0469(1999)056<0977:IVOTGI>2.0.CO;2,http://ams.allenpress.com/archive/1520-0469/56/7/pdf/i1520-0469-56-7-977.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Grooss, J. U., R. B Pierce, P. J. Crutzen, W. L. Grose, and J. M. Russell III",1997,Re-formation of Chlorine Reservoirs in Southern Hemisphere Polar Spring,J. Geophys. Res.,102(D11),13141-13152,10.1029/96JD03505,http://dx.doi.org/10.1029/96JD03505,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Grooß, J.-U., and J. M. Russell III",2005,"Technical note: A stratospheric climatology for O3, H2O, CH4, NOx, HCl and HF derived from HALOE measurements",Atmos. Chem. Phys.,5(10),2797-2807,,http://www.atmos-chem-phys.net/5/2797/2005/acp-5-2797-2005.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Grooß, J.-U., P. Konopka, and R. Müller",2005,Ozone chemistry during the 2002 Antarctic vortex split,J. Atmos. Sci.,62(3),860-870,10.1175/JAS-3330.1,http://dx.doi.org/10.1175/JAS-3330.1,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Grose, W. L., G. S. Lingenfelser, J. M. Russell III, R. B. Pierce, T. D. Fairlie, and M. H. Proffitt",1997,Intercomparison of Ozone Measurements in the Lower Stratosphere from UARS Halogen Occultation Experiment and the ER-2 UV Absorption Photometer,J. Geophys. Res.,102(D11),13135-13140,10.1029/96JD03060,http://dx.doi.org/10.1029/96JD03060,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Harries, J. E.",1997,Atmospheric Radiation and Atmospheric Humidity,Q. J. Roy. Meteorol. Soc.,123(544),2173-2186,10.1002/qj.49712354402,http://dx.doi.org/10.1002/qj.49712354402,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Harries, J. E., J. M. Russell III, A. F. Tuck, L. L. Gordley, P. Purcell, K. Stone, R. Bevilacqua, M. R. Gunson, G. Nedoluha, and W. A Traub",1996,"Validation of Measurements of Water Vapor from the Halogen Occultation Experiment, HALOE",J. Geophys. Res.,101(D6),10205-10216,10.1029/95JD02933,http://dx.doi.org/10.1029/95JD02933,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Harries, J. E., J. M. Russell III, J. H. Park, A. F. Tuck, and S. R. Drayson",1995,Observations of Absorbing Layers in the Antarctic Stratosphere in October 1991,Q. J. Roy. Meteorol. Soc.,121(523),655-667,10.1002/qj.49712152310,http://dx.doi.org/10.1002/qj.49712152310,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Harries, J. E., S. Ruth, and J. M. Russell III",1996,On the Distribution of Mesospheric Molecular Hydrogen Inferred from HALOE Measurements ofH2O and CH4,Geophys. Res. Lett.,23(3),297-300,10.1029/95GL03197,http://dx.doi.org/10.1029/95GL03197,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M. and M. McHugh",1999,Cirrus Detection using HALOE Measurements,Geophys. Res. Lett.,26(6),719-722,10.1029/1999GL900069,http://dx.doi.org/10.1029/1999GL900069,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M. E., and T. Deshler",1998,"Stratospheric Aerosol Surface Area and Volume Inferred from HALOE, CLAES and ILAS Measurements",J. Geophys. Res.,103(D19),25345-25352,10.1029/98JD01962,http://dx.doi.org/10.1029/98JD01962,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M. E., J. M. Russell III, L. L. Gordley, J. Daniels, S. R. Drayson, and J. H. Park",1995,Aerosol Effects and Corrections in the Halogen Occultation Experiment,J. Geophys. Res.,100(D1),1067-1079,10.1029/94JD02143,http://dx.doi.org/10.1029/94JD02143,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M. E., J. M. Russell III, L. L. Gordley, J. H. Park, and S. R. Drayson",1993,Observations of Aerosol by the HALOE Experiment Onboard UARS: A Preliminary Validation,Geophys. Res. Lett.,20(12),1291-1294,10.1029/93GL00829,http://dx.doi.org/10.1029/93GL00829,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M. E., J. M. Russell III, L. L. Gordley, J. H. Park, S. R. Drayson, and T. Deshler",1996,Validation of Aerosol Measurements from the Halogen Occultation Experiment,J. Geophys. Res.,101(D6),10267-10275,10.1029/95JD02464,http://dx.doi.org/10.1029/95JD02464,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M. E., J. M. Russell III, L. L. Gordley, S. R. Drayson, K. Stone, R. E. Thompson, M. E. Gelman, I. S. McDermid, A. Hauchecorne, P. Keckhut, T. J. McGee, U. N. Singh, and M. R. Gross",1996,Validation of Temperature Measurements from the Halogen Occultation Experiment,J. Geophys. Res.,101(D6),10277-10285,10.1029/95JD01713,http://dx.doi.org/10.1029/95JD01713,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M. E., K. S. Carslaw, T. Peter, T. Deshler, L. L. Gordley, G. Redaelli, U. Biermann, and J. M. Russell III",1997,Polar Stratospheric Clouds Due to Vapor Enhancement: HALOE Observations of the Antarctic Vortex in 1993,J. Geophys. Res.,102(D23),28185-28193,10.1029/97JD02464,http://dx.doi.org/10.1029/97JD02464,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M. E., T. Deshler, and J. M. Russell III",1998,Aerosol Size Distributions Obtained from HALOE Spectral Extinction Measurements,J. Geophys. Res.,103(D1),1573-1583,10.1029/97JD03081,http://dx.doi.org/10.1029/97JD03081,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M., and M. McHugh",2002,Tropical nitric acid clouds,Geophys. Res. Lett.,29(7),1125,10.1029/2001GL014271,http://dx.doi.org/10.1029/2001GL014271,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M., L. Gordley, M. McHugh, E. Thompson, B. Magill, and L. Deaver",2007,On-orbit calibration of HALOE detector linearity,Appl. Optic.,46(32),7811-7816,10.1364/AO.46.007811,http://dx.doi.org/10.1364/AO.46.007811,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hervig, M., R. E. Thompson, M. McHugh, L. Gordley, J. M. Russell III, and M. Summers",2001,First Confirmation that Water Ice is the Primary Component of Polar Mesospheric Clouds,Geophys. Res. Lett.,28(6),971-974,10.1029/2000GL012104,http://dx.doi.org/10.1029/2000GL012104,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Hood, L. L., and B. E. Soukharev",2006,Solar induced variations of odd nitrogen: Multiple regression analysis of UARS HALOE data,Geophys. Res. Lett.,33,L22805,10.1029/2006GL028122,http://dx.doi.org/10.1029/2006GL028122,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Jackman, C. H., M. T. DeLand, G. J. Labow, E. L. Fleming, D. K. Weisenstein, M. K. W. Ko, M. Sinnhuber, and J. M. Russell",2005,Neutral atmospheric influences of the solar proton events in October-November 2003,J. Geophys. Res.,110,A09S27,10.1029/2004JA010888,http://dx.doi.org/10.1029/2004JA010888,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Jackman, C. H., M. T. DeLand, G. J. Labow, E. L. Fleming, D. K. Weisenstein, M. K. W. Ko, M. Sinnhuber, J. Anderson, and J. M. Russell III",2005,The influence of the several very large solar proton events in years 2000-2003 on the neutral middle atmosphere,Adv. Space Res.,35(3),445-450,10.1016/j.asr.2004.09.006,http://dx.doi.org/10.1016/j.asr.2004.09.006,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Jackman, C. H., R. D. McPeters, G. J. Labow, E. L. Fleming, C. J. Praderas, and J. M. Russell III",2001,Northern Hemisphere Atmospheric Effects Due to July 2000 Solar Proton Event,Geophys. Res. Lett.,28(15),2883-2886,10.1029/2001GL013221,http://dx.doi.org/10.1029/2001GL013221,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Jackson, D. R., J. E. Harries, and J. M. Russell III",1998,Seasonal Variations in Mid Latitude Mesospheric Water Vapour as Observed by HALOE,Adv. Space Res.,22(11),1509-1512,10.1016/S0273-1177(99)00019-8,http://dx.doi.org/10.1016/S0273-1177(99)00019-8,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Jackson, D. R., M. D. Burrage, J. E. Harries, L. J. Gray, and J. M. Russell III",1998,The Semi-Annual Oscillation in Upper Stratospheric and Mesospheric Water Vapour as Observed by HALOE,Q. J. Roy. Meteorol. Soc.,124(551),2493-2515,10.1002/qj.49712455116,http://dx.doi.org/10.1002/qj.49712455116,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Jackson, D. R., S. J. Driscoll, E. J. Highwood, J. E. Harries, and J. M. Russell III",1998,"Troposphere to Stratosphere Transport at Low Latitudes as Studied Using HALOE Observations of Water Vapour, 1992-1997",Q. J. Roy. Meteorol. Soc.,124(545),169-192,10.1002/qj.49712454508,http://dx.doi.org/10.1002/qj.49712454508,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Jonsson, A., J. deGrandpre, and J. C. McConnell",2002,A comparison of mesospheric temperatures from the Canadian Middle Atmosphere model and HALOE observations: Zonal mean and signature of the solar diurnal tide,Geophys. Res. Lett.,29(9),1346,10.1029/2001GL014476,http://dx.doi.org/10.1029/2001GL014476,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Kar, J., R. K. Choudhary, and K. K. Mahajan",2002,Revisiting the stratospheric fountain hypothesis using UARS/HALOE data,Adv. Space Res.,29(11),1725-1729,10.1016/S0273-1177(02)00115-1,http://dx.doi.org/10.1016/S0273-1177(02)00115-1,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
